0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,8,0,0,0,
0,0,0,0,0,0,11,0,0,0,
0,0,0,0,0,0,11,0,0,0,
0,0,0,0,0,0,11,0,0,0,
0,0,3,0,0,0,11,0,0,0,
0,0,11,0,0,0,11,0,0,0,
0,0,11,0,0,0,11,0,0,0,
0,0,11,0,0,0,11,0,0,0,
0,0,11,0,0,0,11,0,0,0,
0,0,11,0,0,0,11,0,0,0,
0,0,11,0,0,0,11,0,0,0,
0,0,11,0,0,0,11,0,0,0,
0,0,11,0,0,0,11,0,0,0,
0,0,11,0,0,0,11,0,0,0,
0,0,11,0,0,0,11,0,0,0,
0,0,11,0,0,0,11,0,0,0,
0,0,11,0,0,0,11,0,0,0,
0,0,11,0,0,0,11,0,0,0,
0,0,11,0,0,0,8,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,1,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
0,0,11,0,0,0,0,0,0,0,
